OriginAirport,DestinationAirport,Weight
KLAX,KSFO,0.0156536267
KSFO,KLAX,0.0124322622
KLAX,KSMO,0.008028778067
EGLL,LFPG,0.007691807282
EHAM,EGLL,0.007590824922
LFPG,EGLL,0.007044540298
EGLL,EHAM,0.006962611213
KLAX,KHHR,0.006457971605
KSAN,KLAX,0.006207829317
EGLC,EGLL,0.004715957853
KLAX,KSAN,0.004545022754
KLAX,KLAS,0.004265483984
EGLL,EGLM,0.004104347712
KLAS,KLAX,0.004056986714
KLGB,KLAX,0.003681092809
KHHR,KLAX,0.003644347206
EGLL,EGLC,0.003295127887
EGKK,EGLL,0.003165565614
KONT,KLAX,0.00293638193
EIDW,EGLL,0.002869423276
EGLL,EIDW,0.002758914279
KLAX,KTOA,0.002656026592
EGCC,EGLL,0.002631801713
EDDF,EGLL,0.002573008749
KLAX,KNTD,0.002548239491
EGLL,EGCC,0.00253381344
KBOS,KJFK,0.002485908061
KJFK,KBOS,0.002374038116
EGLL,EDDF,0.002362061771
KSFO,KOAK,0.002236037964
EGLL,EGWU,0.002123895829
KJFK,KLGA,0.002109197588
EGLL,KJFK,0.002072996364
KLAX,KVNY,0.002055576227
KJFK,EGLL,0.001978818746
KLAX,EGLL,0.001971469625
EGLL,EGKK,0.001959221091
OMDB,OTHH,0.001894167765
KLAX,KDEN,0.001843268301
EGPH,EGLL,0.001824215025
OTHH,OMDB,0.001787197233
KSFO,KSQL,0.001773587751
KPHX,KLAX,0.00173575339
KLAX,KCPM,0.001731398355
KDEN,KLAX,0.00172785989
EGLL,EGTF,0.001714250407
EGLL,EG86,0.001690297718
LSZH,EGLL,0.001686759253
KLAX,KPHX,0.001661445616
KLAX,KJFK,0.001630688185
EGSS,EGLL,0.001582238428
KEMT,KLAX,0.001563457342
EGKB,EGLL,0.001527528308
KJFK,KLAX,0.001513374447
EGLL,EGPH,0.001476901034
KLAX,KBUR,0.001469007534
EGLL,LSZH,0.001431989742
PHOG,PHNL,0.001409670191
EGLL,KLAX,0.001363125761
SBGR,SBGL,0.001345433433
KLAX,PHNL,0.001337267744
EGLL,EBBR,0.001321752934
KLAX,KEMT,0.001307326883
KLAX,KLGB,0.001306510314
EBBR,EGLL,0.001304877176
RKSI,RJTT,0.001300794331
PHNL,PHOG,0.001282285435
EDDM,EGLL,0.001281468866
KATL,KJFK,0.001251528005
VHHH,VHHX,0.001227303126
KJFK,KEWR,0.001186746868
KJFK,KFRG,0.001178581179
KEWR,KJFK,0.001147551559
RJOO,RJTT,0.001144829662
EGLL,EGSS,0.001138024921
KCPM,KLAX,0.001137480542
WMKK,WSSS,0.001129859232
RJTT,RJOO,0.001128498283
WIII,WSSS,0.001124143249
KLAX,KSEA,0.001120876973
WSSS,WMKK,0.001117066318
KSAN,KSFO,0.001096379905
RJTT,RKSI,0.001095018957
EGLL,EGLD,0.001093658008
KSEA,KLAX,0.001066711233
EGLL,EDDM,0.001055551458
KSFO,KHAF,0.001048202337
EGLL,OMDB,0.001044119492
EGWU,EGLL,0.00102261651
YSSY,NZAA,0.001015811769
KOAK,KSFO,0.001010367976
YMML,YSSY,0.001006285131
EGLL,LEMD,0.001001385718
LEMD,EGLL,0.001001113528
KJFK,KPHL,0.0009926756487
KSJC,KSFO,0.0009806993042
KPHL,KJFK,0.0009806993042
KDCA,KJFK,0.0009755277009
SBSP,SBRJ,0.000973077994
VTBS,WSSS,0.0009600128909
NZAA,YSSY,0.0009567466151
PHNL,KLAX,0.0009518472014
SBGL,SBGR,0.0009488531153
KLGA,KJFK,0.0009464034085
WSSS,VTBS,0.0009461312188
KSMO,KLAX,0.0009284388917
CYYZ,KJFK,0.0009197288229
WSSS,WIII,0.0009191844436
KLAX,KSNA,0.000912651892
KSFO,KSJC,0.000912651892
OMDB,EGLL,0.0009123797024
KJFK,KATL,0.0009082968577
KBUR,KLAX,0.0008919654787
KMIA,KJFK,0.0008911489098
HEAZ,HECA,0.0008791725652
KSFO,KSAN,0.0008742731516
WIII,WADD,0.0008712790654
KJFK,KMIA,0.0008652908932
KLAX,KSZP,0.0008486873246
KLAX,KSBA,0.0008432435316
KPSP,KLAX,0.0008424269627
KSNA,KLAX,0.0008342612732
OMDB,OMSJ,0.0008222849287
KLAX,KAVX,0.0008182020839
KLAX,KONT,0.0008154801875
KSEA,KSFO,0.0007986044292
KJFK,CYYZ,0.0007975156706
KJFK,KDCA,0.0007869002743
TNCM,TFFJ,0.0007713854644
EHAM,EHLV,0.0007708410851
RJCC,RJTT,0.0007708410851
SBGR,SBRJ,0.0007700245161
KJFK,KIAD,0.0007683913782
KCLT,KJFK,0.0007640363439
TFFF,TNCM,0.0007629475853
YSSY,YMML,0.0007613144474
RJFF,RJTT,0.0007501546718
WSSS,WSAC,0.0007406280341
KNUC,KLAX,0.0007381783272
KIAD,KJFK,0.0007302848274
YSCB,YSSY,0.0007270185516
KSFO,KSEA,0.0007240244655
EGLL,EGVN,0.0007229357069
EGLL,EGTR,0.0007223913276
LFPG,LFPB,0.0007202138104
FAOR,FACT,0.0007183084829
EDDF,EHAM,0.0007164031553
EGLL,EGTB,0.0007161309657
PHNL,PHNG,0.0007150422071
KSFO,KLAS,0.0007125925002
MMMX,KLAX,0.000705787759
EDDM,EDDF,0.0007046990004
KSFO,KNUQ,0.0007038824315
EGVN,EGLL,0.0007030658625
LTFM,EGLL,0.0007014327247
EGLL,EGKB,0.0007008883454
RJCC,RJCJ,0.0006978942592
EGLL,EGBB,0.0006954445524
WADD,WIII,0.0006908173284
RKSS,RKPC,0.0006826516389
RJTT,RJFF,0.0006818350699
KSFO,KDEN,0.0006807463114
KLAX,KOXR,0.0006807463114
RJAA,RJTT,0.0006799297424
FACT,FAOR,0.0006793853631
KLAX,KNSI,0.0006785687942
VABB,OMDB,0.0006723084322
RJTT,RJAA,0.0006603320877
KJFK,KCLT,0.0006581545705
KLAX,YSSY,0.0006573380016
KATL,KCLT,0.0006551604844
KDEN,KASE,0.0006543439154
RJTT,RJBB,0.0006537995361
YSSY,KLAX,0.0006445450881
KDEN,KSFO,0.0006434563295
RJBB,RJTT,0.0006429119502
OMDB,OMAA,0.0006391012951
LFPG,EHAM,0.0006391012951
KLAS,KSFO,0.0006377403469
RCTP,VHHH,0.0006374681572
VHHH,RCTP,0.0006369237779
EGLL,LTFM,0.0006366515883
KLAX,KNUC,0.000636107209
KLAX,KDFW,0.00063529064
EGCC,EIDW,0.0006344740711
KLAX,MMMX,0.0006331131228
SBRJ,SBSP,0.0006320243642
NZAA,NZQN,0.0006298468471
KATL,KMIA,0.0006295746574
EHAM,LFPG,0.0006293024678
KLAX,KFUL,0.0006244030541
KLAX,KCMA,0.0006211367783
PHTO,PHNL,0.0006203202093
KSFO,KPAO,0.0006178705025
KSFO,KHWD,0.0006143320371
RJTT,RJCC,0.0006116101406
KLAX,KEDW,0.000609704813
EHAM,EHRD,0.0006077994855
KBFI,KSEA,0.0006034444511
SBRJ,SBGR,0.0006029000718
EIDW,EGCC,0.0006026278822
OMDB,VABB,0.0005990894167
ZBAA,RKSI,0.0005963675203
EHAM,EDDF,0.0005906515376
LSZH,LSGG,0.0005873852619
EGLL,EGGD,0.0005865686929
KMIA,TNCM,0.0005838467964
KSAN,KNZY,0.0005830302275
OMAA,OMDB,0.0005764976759
RJTT,KLAX,0.000574864538
KCLT,KATL,0.0005707816933
EDDF,EDDM,0.0005707816933
KATL,KMCO,0.0005675154175
EGLL,WSSS,0.0005653379003
KLAX,RJTT,0.0005639769521
EGLL,EGMC,0.0005628881935
VNKT,VQPR,0.0005615272452
EGLL,EGLF,0.000560166297
KMIA,KATL,0.0005585331591
KORD,KJFK,0.0005585331591
KJFK,KORD,0.0005569000212
KJFK,KHPN,0.0005539059351
KMIA,KMCO,0.000549278711
ZBAA,ZBAD,0.000549278711
TNCM,TFFF,0.0005473733835
EGLM,EGLL,0.0005468290042
KATL,KLAX,0.0005457402456
KDFW,KLAX,0.000545468056
WIII,WARR,0.000544651487
RJTT,RJTK,0.0005427461595
EGLL,EGKL,0.0005378467458
MMMX,MMUN,0.0005332195218
EHAM,EBBR,0.0005310420046
RJTT,RJGG,0.0005296810563
EGLL,EGGW,0.0005294088667
EBBR,EHAM,0.0005266869702
RJTT,ROAH,0.0005261425909
TNCM,TFFG,0.0005234206944
ROAH,RJTT,0.0005231485048
RJGG,RJTT,0.0005206987979
KLAX,KATL,0.0005206987979
PHLI,PHNL,0.0005201544186
KSAN,KLAS,0.000515255005
LSZH,EDDF,0.0005141662464
LPPT,LPMA,0.0005068171258
LSZH,LFPG,0.0005021899018
LPPS,LPMA,0.0005019177122
YSSY,YSCB,0.0004991958157
LSGG,LSZH,0.0004972904881
VABB,VAJJ,0.0004967461088
RPLL,VHHH,0.0004964739192
EGLL,EGUB,0.000494296402
EDDF,LFPG,0.0004940242124
KEDW,KLAX,0.0004834088161
KLAX,KPSP,0.0004828644368
KMCO,KATL,0.0004825922471
KSFO,PHNL,0.0004815034885
WIII,WAHI,0.0004785094024
BIKF,EGLL,0.0004768762645
TJSJ,TNCM,0.0004768762645
EGLL,EGLP,0.0004766040748
EGLL,EGLK,0.0004763318852
KLAS,KSAN,0.0004755153162
EGBB,EGLL,0.0004752431266
RKSI,ZBAA,0.0004746987473
KPHX,KSAN,0.0004733377991
KATL,KTPA,0.0004621780235
LTFM,LGAV,0.0004567342305
RKSI,RKPC,0.0004556454719
LGAV,LTFM,0.0004531957651
EGLL,BIKF,0.0004512904375
YBBN,YSSY,0.0004499294893
OEJN,OMDB,0.0004496572996
KLAX,KORD,0.0004496572996
KLAX,KSLI,0.0004488407307
OMDB,OMDW,0.0004477519721
EDDF,LSZH,0.0004450300756
KASE,KDEN,0.0004442135066
NZQN,NZAA,0.0004431247481
KLAX,LFPG,0.0004404028516
KJFK,NJ72,0.0004395862826
WSSS,EGLL,0.0004395862826
VTBS,VTSP,0.0004382253344
KLAX,KMIA,0.0004371365758
KSFO,EGLL,0.0004368643861
CYOW,CYYZ,0.0004368643861
KJFK,KBWI,0.0004360478172
KJFK,OMDB,0.0004357756275
EGLL,EGKN,0.0004352312482
EGLL,RJTT,0.0004349590586
LFPG,KJFK,0.0004349590586
WSSS,YSSY,0.0004335981104
KLAX,KSLC,0.0004325093518
KTPA,KATL,0.0004316927828
KSFO,KCCR,0.0004316927828
KSFO,CA35,0.0004308762139
KSEA,CYVR,0.0004300596449
VNKT,VNLK,0.0004300596449
KLAX,CA97,0.0004295152656
OKBK,OMDB,0.000429243076
OMDB,OOMS,0.0004281543174
EIDW,EHAM,0.0004273377484
KSAN,CA84,0.0004267933691
LFPG,EDDF,0.0004262489898
VHHX,VHHH,0.0004259768002
CYVR,KSEA,0.0004251602312
KLAX,KPOC,0.0004240714726
OMDB,OMDM,0.0004224383348
EDDM,LFPG,0.0004213495762
KPHX,KLAS,0.0004213495762
WSSS,VHHH,0.0004202608176
KSLC,KLAX,0.0004202608176
OOMS,OMDB,0.0004186276797
KSEA,KPDX,0.00041835549
VHHH,ZGSZ,0.0004180833004
EGLL,EG77,0.0004169945418
KSAN,KPHX,0.0004167223521
PHNL,PHLI,0.0004161779728
KBWI,KJFK,0.0004150892142
VHHH,RPLL,0.0004150892142
YSSY,YBBN,0.0004148170246
KMIA,MYNN,0.0004148170246
LSZH,EDDM,0.0004148170246
KCNO,KLAX,0.0004145448349
KSEA,KBFI,0.0004142726453
LFPG,LSZH,0.0004134560763
KMIA,KFLL,0.0004126395074
EGLL,EGMD,0.0004118229385
PHNL,PHTO,0.0004115507488
KPDX,KSEA,0.0004110063695
KSFO,KJFK,0.0004107341799
VNLK,VNKT,0.0004104619902
KLAX,02CL,0.0004099176109
TNCM,KMIA,0.000408284473
KJFK,LFPG,0.0004074679041
EDDM,LSZH,0.0004061069558
EGLL,EGSQ,0.0004050181972
YPAD,YSSY,0.000403657249
MUHA,KMIA,0.0004031128697
KMIA,KLAX,0.000398213456
KMCO,KMIA,0.0003965803181
VNPL,VNLK,0.0003946749906
KLAX,EDDF,0.0003938584216
LPPR,LPMA,0.000393586232
LFPB,LFPG,0.0003924974734
CYYZ,CYOW,0.0003911365252
OMDB,OEJN,0.0003900477666
EGLL,LIRF,0.0003873258701
KFRG,KJFK,0.0003873258701
EGTF,EGLL,0.0003865093011
EGLL,EGTD,0.0003856927322
EGLL,VHHH,0.0003854205425
EGLL,EGVA,0.0003840595943
RKPC,RKSS,0.0003837874046
RJTT,EGLL,0.0003829708357
ZBAD,ZBAA,0.0003813376978
WARR,WIII,0.0003810655082
MMMX,MMGL,0.0003805211289
VTBS,VHHH,0.0003802489392
VNLK,VNPL,0.0003799767496
TFFJ,TNCM,0.0003794323703
KNTD,KLAX,0.0003791601806
KLAX,OMDB,0.000378887991
KLAX,KOAK,0.0003764382841
MMTJ,KLAX,0.0003758939048
CYOW,KJFK,0.0003756217152
RPLL,RPVM,0.0003748051462
EGPH,EIDW,0.0003742607669
KDEN,KLAS,0.0003739885773
VHHH,WSSS,0.0003737163876
KJFK,KISP,0.0003731720083
OMDB,KLAX,0.0003704501119
OMDB,OKBK,0.0003693613533
PANC,PALH,0.0003693613533
EIDW,EGPH,0.0003685447843
SBRJ,SBGL,0.0003666394568
KSQL,KSFO,0.0003663672671
KJFK,TNCM,0.0003658228878
PHNL,PHJR,0.0003650063189
NZAA,NZWN,0.0003644619396
EGLL,EGWN,0.0003644619396
ZGGG,VHHH,0.000362556612
EHAM,TNCM,0.0003611956638
LFPG,EDDM,0.0003609234742
MMGL,MMMX,0.0003595625259
VHHH,ZGGG,0.0003582015777
MPTO,MROC,0.0003568406294
YSSY,YBCG,0.0003568406294
MMPR,MMMX,0.0003560240605
LSZH,EHAM,0.0003560240605
RKPC,RKSI,0.0003554796812
ZSPD,ZSSS,0.0003535743536
EGLL,EGFF,0.000353302164
KORD,KLAX,0.0003530299743
EGLL,EGHB,0.0003519412157
VHHH,VMMC,0.0003519412157
CYUL,CYYZ,0.0003511246468
MMUN,MMMX,0.0003503080779
LIRF,EGLL,0.0003500358882
SKBO,SKRG,0.0003500358882
KJFK,KSFO,0.0003481305607
EGLL,LGAV,0.000347858371
YBCG,YSSY,0.0003467696124
EGGD,EGLL,0.0003462252331
KJFK,KTEB,0.0003459530435
VMMC,VHHH,0.0003456808538
EGLL,EGKR,0.0003456808538
CYYZ,CYUL,0.0003454086642
FIMP,FMEE,0.0003448642849
VHHH,RKSI,0.0003415980091
KJFK,CYOW,0.0003405092505
KLAX,CYVR,0.0003394204919
PHNL,KSFO,0.0003391483023
KSFO,KRHV,0.000337787354
EGLL,KSFO,0.0003372429747
EHAM,EGLC,0.0003372429747
KNUQ,KSFO,0.0003369707851
MYNN,KMIA,0.0003369707851
VHHH,EGLL,0.0003361542161
EHAM,EIDW,0.0003358820265
EDDF,EDFE,0.0003353376472
PHJR,PHNL,0.0003342488886
FMEE,FIMP,0.0003328879403
EDDF,ETOU,0.0003326157507
WAHI,WIII,0.0003326157507
CYVR,KLAX,0.0003326157507
VIDP,VABB,0.0003320713714
VHHH,RJTT,0.0003317991817
MROC,MPTO,0.0003309826128
LFPG,KLAX,0.0003307104231
VABB,VIDP,0.0003293494749
MMMX,MMPR,0.0003290772853
YSSY,YPAD,0.000328532906
TNCM,TJSJ,0.0003282607163
KMIA,MUHA,0.0003282607163
LSGG,EGLL,0.0003268997681
KMIA,KTPA,0.0003263553888
RJTT,RJTL,0.0003263553888
EGLL,LSGG,0.0003260831991
EHRD,EHAM,0.0003258110095
VHHH,VTBS,0.0003255388198
RKSI,KLAX,0.0003236334923
KMIA,KOPF,0.000323089113
RPVM,RPLL,0.0003225447337
EGLL,LXGB,0.0003214559751
WARR,WADD,0.0003211837854
KTPA,KMIA,0.0003209115958
WIII,WIHH,0.0003203672165
OMDB,OIBA,0.0003200950269
KLAS,KPHX,0.0003198228372
LGAV,EGLL,0.0003198228372
TNCM,KJFK,0.0003198228372
EHAM,LSZH,0.0003198228372
OEJN,OERK,0.0003190062683
EIDW,LFPG,0.0003190062683
EGLL,EGML,0.0003187340786
YSSY,WSSS,0.0003187340786
EGLL,EGTO,0.0003179175097
VTSP,VTBS,0.0003171009407
KPOC,KLAX,0.0003157399925
EGNX,EGLL,0.0003154678028
TNCM,TQPF,0.0003151956132
OTHH,EGLL,0.0003143790442
RCTP,RCSS,0.0003141068546
KPHX,KSFO,0.0003138346649
KLAX,RKSI,0.000312201527
EKCH,EGLL,0.0003111127684
KLAX,KVCV,0.0003097518202
EGLL,EKCH,0.0003092074409
OMDB,OIBS,0.0003089352513
EDDM,LOWI,0.0003081186823
ZBAA,RJTT,0.0003078464927
NZWN,NZAA,0.000307574303
KLAX,EHAM,0.000307574303
OBBI,OMDB,0.0003070299237
WSSS,WIDD,0.0003067577341
KLAX,KCNO,0.0003059411651
EDDF,EBBR,0.0003053967858
SCEL,SBGR,0.0003045802169
OERK,OMDB,0.0003040358376
SBSP,SBGR,0.0003037636479
OMSJ,OMDB,0.0003034914583
KVNY,KLAX,0.000302947079
KMIA,KEYW,0.0003026748893
LFPG,LFMN,0.0003010417514
LFPG,LFPP,0.0003010417514
EGLL,KBOS,0.0003004973721
WIII,WAHS,0.0002999529928
KLAS,KDEN,0.0002999529928
RJTT,RJCJ,0.000297503286
EGKK,EHAM,0.000297503286
OMDB,KJFK,0.000297503286
EGLL,YSSY,0.0002966867171
MMUN,KMIA,0.0002964145274
KCLT,KDCA,0.0002964145274
WSSS,KJFK,0.0002955979585
KSFO,KPHX,0.0002945091999
KDEN,KORD,0.0002939648206
EGCC,EHAM,0.0002931482516
OERK,OEJN,0.000292876062
KLAX,L70,0.000292876062
KSFO,KSMF,0.0002923316827
WADD,WARR,0.0002915151137
OMDB,OBBI,0.0002915151137
RKSI,VHHH,0.0002912429241
KLAX,KWHP,0.0002909707344
LEMD,LFPG,0.0002906985448
KTOA,KLAX,0.0002904263551
LSZH,LFSB,0.000288248838
EGLL,EGJJ,0.0002879766483
KATL,KDCA,0.0002871600794
KOSH,WS17,0.0002868878897
RCKH,VHHH,0.0002866157001
KLSV,KLAX,0.0002855269415
KEYW,KMIA,0.0002849825622
SKRG,SKBO,0.0002847103725
TQPF,TNCM,0.0002838938036
KORD,KDEN,0.0002836216139
EGEW,EGEP,0.0002833494243
LTBA,LTFM,0.0002830772346
LTFM,OMDB,0.0002825328553
OMDB,LTFM,0.0002825328553
KLAX,CL46,0.000281988476
KIAD,KBOS,0.000281988476
KJFK,KBDR,0.0002814440967
KLAX,MMTJ,0.0002808997174
WIII,WIPP,0.0002803553381
LTFM,LTBA,0.0002795387692
VTBS,VTCC,0.0002792665795
KAVX,KLAX,0.0002789943899
EGLL,CYYZ,0.0002789943899
KFLL,KMIA,0.0002789943899
SBBR,SBGR,0.000278177821
RKSS,RKSI,0.0002779056313
EGLL,OTHH,0.0002779056313
PHTO,PHOG,0.0002779056313
KJFK,KDEN,0.0002760003038
KBOS,EGLL,0.0002757281141
EGLL,EGUD,0.0002757281141
KLAX,MMSD,0.0002754559245
EGKK,LFPG,0.0002749115452
KATL,KBOS,0.0002743671659
KDEN,KSLC,0.0002738227866
EGLL,EGHH,0.0002732784073
KLAX,KSJC,0.0002732784073
ZSPD,RKSI,0.0002730062176
CYYC,CYVR,0.0002730062176
PHKO,PHNL,0.0002730062176
EGJJ,EGLL,0.000272734028
LSMD,LSZH,0.0002713730797
KMIA,TJSJ,0.0002711008901
EHAM,KJFK,0.0002711008901
EDDF,EDFZ,0.0002708287004
NZAA,KLAX,0.0002705565108
SBGR,SCEL,0.0002700121315
EGLL,EGNX,0.0002694677522
KPHX,KDEN,0.0002689233729
VHHH,RCKH,0.0002689233729
KLAX,KPMD,0.0002686511832
WSSS,WSAP,0.000268106804
SBGR,EGLL,0.0002675624247
OMDB,YSSY,0.000267290235
LFPG,EBBR,0.0002670180454
EGLL,LEPA,0.0002670180454
KDEN,KJFK,0.0002667458557
TNCM,TNCS,0.0002667458557
KMIA,MMUN,0.0002667458557
EGMC,EGLL,0.0002667458557
WSSS,WMKJ,0.0002667458557
EGLL,EGKA,0.0002667458557
SBGR,SBBR,0.0002667458557
EGGW,EGLL,0.0002656570971
NZAA,NZCH,0.0002653849075
CYVR,KSFO,0.0002645683385
RPLL,WSSS,0.0002642961489
LEMD,LEPA,0.0002637517696
PHNL,PHKO,0.0002637517696
EGLL,EGMT,0.0002637517696
KJFK,WSSS,0.0002637517696
KJFK,KMCO,0.0002629352006
WIII,WMKK,0.0002629352006
VNSB,VNLK,0.0002629352006
LFSB,LSZH,0.000261846442
PANC,Z41,0.000261846442
KLAX,KSMX,0.0002610298731
KLAX,KCCB,0.0002610298731
KSLC,KDEN,0.0002604854938
OKBK,OTHH,0.0002602133041
LFPG,LEMD,0.0002596689248
EGEP,EGEW,0.0002596689248
EGLL,LOWI,0.0002583079766
KIAH,KDFW,0.0002577635973
KLAX,KLSV,0.0002574914077
YSSY,YSBK,0.000257219218
KDFW,KMIA,0.0002569470284
WSSS,RPLL,0.0002564026491
RKSI,RKSS,0.0002561304594
EGLL,EGLJ,0.0002558582698
VEPY,VQPR,0.0002555860801
RJTT,KJFK,0.0002555860801
LFPG,LFPE,0.0002553138905
PHNL,PHNP,0.0002553138905
EGLL,KMIA,0.0002547695112
TFFG,TNCM,0.0002544973215
LPMA,LPPS,0.0002544973215
EGLL,EGSX,0.0002542251319
LFPG,LFFE,0.0002542251319
LEBL,LEPA,0.0002542251319
MMMX,MMAA,0.0002539529422
KVCV,KLAX,0.0002536807526
KDEN,KPHX,0.0002534085629
OMDB,OERK,0.0002534085629
LFPG,EIDW,0.000252591994
ESSA,EGLL,0.0002523198043
EDDF,KLAX,0.0002523198043
KLSV,KLAS,0.0002520476147
LOWW,LOWI,0.000251775425
EIDW,KJFK,0.000251775425
NZCH,NZAA,0.0002512310457
KSFO,KLVK,0.0002512310457
KLAX,L88,0.0002512310457
SBKP,SBGR,0.0002506866664
LFPG,LFOB,0.0002501422871
EDDF,KJFK,0.0002501422871
KJFK,EHAM,0.0002501422871
LEMD,LEBL,0.0002498700975
KNSI,KLAX,0.0002498700975
OTHH,OMAA,0.0002495979078
KSFO,17CL,0.0002495979078
OTHH,OTBK,0.0002493257182
RJTT,PHNL,0.0002490535285
EGLL,LFMN,0.0002482369596
VNLK,VNSB,0.0002479647699
OTHH,OBBI,0.0002479647699
SBGR,SBSP,0.0002476925803
KLAX,KSBP,0.0002476925803
EHAM,EGKK,0.000247148201
WSSS,RJTT,0.0002468760114
EGLL,EGDM,0.0002468760114
LTFM,EDDF,0.0002466038217
VHHH,VHSK,0.0002463316321
KDFW,KIAH,0.0002463316321
EGPH,LFPG,0.0002457872528
EGLL,EGSG,0.0002455150631
OMDB,OPKC,0.0002455150631
EHAM,EGCC,0.0002444263045
KBOS,KIAD,0.0002441541149
KLAX,NZAA,0.0002438819252
NTAA,NTTM,0.0002438819252
KLAX,0O2,0.0002436097356
RPLL,RPMD,0.0002436097356
EGLC,EHAM,0.0002436097356
KLAX,KBFL,0.0002430653563
EBBR,LFPG,0.000242520977
KBOS,KATL,0.000242520977
RJTT,ZBAA,0.0002419765977
RJTT,RJTY,0.0002419765977
WMKK,WIII,0.000241704408
CYYZ,CYTZ,0.0002411600287
VAPO,VABB,0.0002406156494
LFPG,OMDB,0.0002400712701
RJTT,RJTF,0.0002400712701
KLAX,L26,0.0002397990805
LSZH,LOWI,0.0002397990805
KJFK,KBLM,0.0002392547012
EGLL,ESSA,0.0002387103219
KSFO,CYVR,0.0002381659426
OMDB,OMFJ,0.000237077184
RJTT,VHHH,0.0002368049944
WIHH,WIII,0.0002365328047
RKSI,ZSPD,0.0002365328047
OMAA,OTHH,0.0002362606151
UUDD,EGLL,0.0002359884254
OTHH,OKBK,0.0002359884254
KMIA,KDFW,0.0002357162358
EBBR,EDDF,0.0002357162358
KSBD,KLAX,0.0002351718565
KPHL,KBOS,0.0002351718565
EHAM,KLAX,0.0002348996668
KATL,KDFW,0.0002340830979
KOAK,KLAX,0.0002340830979
OPKC,OMDB,0.0002338109082
RJTK,RJTT,0.0002335387186
RKSI,RJAA,0.0002332665289
KHWD,KOAK,0.0002327221496
LEPA,LEBL,0.00023244996
OTHH,OTBD,0.0002319055807
KLAX,CL25,0.000231633391
KCLT,KMIA,0.0002313612014
KJFK,RJTT,0.0002313612014
KSAN,KDEN,0.0002313612014
KEWR,KBOS,0.0002313612014
KISP,KJFK,0.0002310890117
KSFO,KSTS,0.0002310890117
EFHK,EGLL,0.0002308168221
KMIA,KCLT,0.0002308168221
EGLL,UUDD,0.0002305446324
KBOS,KDCA,0.0002302724428
CYVR,CYYZ,0.0002302724428
MMSD,KLAX,0.0002302724428
KMIA,EGLL,0.0002300002531
VMMC,VHHX,0.0002300002531
LTFM,LTAI,0.0002297280635
CYYZ,CYVR,0.0002289114945
KLAX,46CN,0.0002283671152
CYVR,CYYC,0.0002280949256
KEYW,KNQX,0.0002272783566
RJTT,RJTA,0.0002267339774
KJFK,KLDJ,0.0002267339774
EGUB,EGLL,0.0002264617877
KATL,KMEM,0.0002264617877
LEPA,LEMD,0.0002261895981
EGFF,EGLL,0.0002253730291
KJFK,EDDF,0.0002240120809
KPAE,KSEA,0.0002229233223
LFPG,EGKK,0.0002229233223
SBSP,SBGL,0.0002229233223
OEJN,OTHH,0.0002229233223
ZBAA,ZSPD,0.0002229233223
ZBAA,ZBTJ,0.0002226511326
TJSJ,TIST,0.0002218345637
KLAX,KIAH,0.000221562374
SBGL,SBRJ,0.0002210179947
VHHH,ZSPD,0.0002210179947
ZSPD,RJTT,0.0002210179947
EGLL,RKSI,0.0002210179947
LOWW,EGLL,0.0002204736154
CYYZ,EGLL,0.0002202014258
EGSS,EHAM,0.0002199292361
LFMN,LFPG,0.0002196570465
KSFO,KMRY,0.0002193848568
LFMN,EGLL,0.0002191126672
KSFO,E16,0.0002191126672
EGPF,EGLL,0.0002188404775
NTAA,NTTB,0.0002188404775
EHAM,OMDB,0.0002182960982
OMDM,OMDB,0.0002182960982
EGKK,LOWI,0.0002180239086
EGSS,EIDW,0.0002180239086
SBGR,SBCF,0.0002180239086
WIII,WIMM,0.0002172073396
SBCF,SBGR,0.0002172073396
KIAD,KEWR,0.0002172073396
KLAX,KVBG,0.0002172073396
MMTO,MMMX,0.00021693515
KBOS,KEWR,0.00021693515
KMEM,KATL,0.0002166629604
EGLL,LFAT,0.0002163907707
EGCC,LFPG,0.0002155742018
RPMD,RPLL,0.0002155742018
EGLL,LOWW,0.0002153020121
KATL,TNCM,0.0002150298225
EIDW,EGSS,0.0002150298225
KSEA,PANC,0.0002150298225
EGLL,LEBL,0.0002147576328
VHHH,YSSY,0.0002147576328
EDDF,LTFM,0.0002147576328
LEMD,LETO,0.0002144854432
KDFW,KORD,0.0002142132535
PHNL,RJTT,0.0002142132535
KATL,KDEN,0.0002142132535
EGLL,FAOR,0.0002139410639
RJTY,RJTT,0.0002136688742
KSFO,KORD,0.0002133966846
EGKK,EGCC,0.0002131244949
LEBL,LEMD,0.0002128523053
OMDW,OMDB,0.0002125801156
WSSS,KLAX,0.0002125801156
KATL,KFLL,0.0002125801156
CYYZ,KBOS,0.0002125801156
EIDW,EIBB,0.0002120357363
KLAX,KPDX,0.000211491357
EGLL,LFAC,0.0002112191674
MMMX,KJFK,0.0002112191674
KDEN,KDFW,0.0002109469777
EGLL,EGNT,0.0002109469777
EGCC,EGGP,0.0002109469777
KHAF,KSFO,0.0002106747881
KLGA,KBOS,0.0002101304088
WIII,WAAA,0.0002098582191
LPPR,EGLL,0.0002098582191
KSEA,KSAN,0.0002095860295
KFUL,KLAX,0.0002095860295
KORD,KEWR,0.0002095860295
ZBAA,ZSSS,0.0002095860295
LEMD,LPPR,0.0002093138398
KSEA,KDEN,0.0002093138398
